id	tajD	scenario
100	0.8348557978249581	BTL
101	2.4573095239942084	BTL
102	0.6674768268418311	BTL
103	3.370439512040545	BTL
104	0.1831090431934646	BTL
105	-0.804898733304694	CST
106	0.0688558163481082	CST
107	-0.4757419821825398	CST
108	0.9488765595178082	CST
109	0.40945790203310356	CST
110	-1.8536676457221053	EXP
111	-2.0360355761693048	EXP
112	-2.353667259685776	EXP
113	-2.342347749664471	EXP
114	-1.9748578921317916	EXP
